@RELATION student_dataset

@ATTRIBUTE study_hours NUMERIC
@ATTRIBUTE attendance NUMERIC
@ATTRIBUTE passed NUMERIC

@DATA
0.4,74.0,0.0
3.0,74.0,0.0
6.3,72.0,1.0
0.8,90.0,0.0
7.4,58.0,1.0
1.9,96.0,1.0
2.4,74.0,0.0
7.9,91.0,1.0
5.0,78.0,0.0
0.4,53.0,0.0
7.9,52.0,1.0
1.2,91.0,0.0
4.6,93.0,1.0
1.5,87.0,0.0
9.2,52.0,1.0
4.9,51.0,0.0
9.1,89.0,1.0
2.4,91.0,0.0
0.1,90.0,0.0
9.0,100.0,1.0
4.6,60.0,1.0
0.6,56.0,0.0
5.0,89.0,1.0
0.6,62.0,0.0
3.4,97.0,1.0
3.2,93.0,1.0
5.5,70.0,1.0
7.6,87.0,1.0
3.4,57.0,0.0
1.4,76.0,0.0
7.0,85.0,1.0
4.4,87.0,1.0
1.3,100.0,1.0
6.1,99.0,1.0
0.2,81.0,0.0
0.1,61.0,0.0
7.1,87.0,1.0
4.2,100.0,1.0
6.9,63.0,1.0
6.4,83.0,1.0
4.1,61.0,1.0
6.9,88.0,1.0
7.2,89.0,1.0
6.3,100.0,1.0
3.5,50.0,0.0
2.4,57.0,0.0
9.8,89.0,1.0
8.6,84.0,1.0
2.2,99.0,1.0
6.6,67.0,1.0
1.9,100.0,0.0
6.9,80.0,1.0
1.8,92.0,0.0
0.5,73.0,0.0
2.1,66.0,0.0
6.2,98.0,1.0
0.4,97.0,0.0
9.2,61.0,1.0
7.9,81.0,1.0
1.2,65.0,0.0
5.9,70.0,1.0
2.0,93.0,0.0
2.3,57.0,0.0
2.3,65.0,0.0
8.7,74.0,1.0
0.7,87.0,0.0
0.5,77.0,0.0
2.2,89.0,1.0
1.8,73.0,0.0
4.6,62.0,1.0
3.6,67.0,0.0
3.4,52.0,0.0
0.6,58.0,0.0
8.5,79.0,1.0
1.7,71.0,0.0
8.9,88.0,1.0
7.9,90.0,1.0
9.1,86.0,1.0
8.6,55.0,1.0
8.6,81.0,1.0
5.9,79.0,1.0
0.1,77.0,0.0
2.5,77.0,1.0
2.2,87.0,0.0
9.1,50.0,1.0
9.8,52.0,1.0
7.3,82.0,1.0
4.3,75.0,1.0
8.1,94.0,1.0
4.5,65.0,0.0
5.6,50.0,1.0
9.5,58.0,1.0
3.0,91.0,0.0
0.2,92.0,0.0
1.6,79.0,0.0
7.5,51.0,1.0
4.6,58.0,0.0
1.8,73.0,0.0
4.6,90.0,1.0
8.6,54.0,1.0
8.9,71.0,1.0
0.3,77.0,0.0
7.0,89.0,1.0
5.8,63.0,0.0
6.2,71.0,1.0
5.1,93.0,1.0
8.9,57.0,1.0
3.7,89.0,0.0
3.7,61.0,1.0
5.6,54.0,1.0
7.1,63.0,1.0
9.8,65.0,1.0
1.1,80.0,0.0
8.7,94.0,1.0
7.5,98.0,1.0
3.2,67.0,0.0
6.8,67.0,1.0
0.6,72.0,0.0
4.9,83.0,1.0
4.7,84.0,1.0
9.0,78.0,1.0
3.7,93.0,1.0
1.9,79.0,0.0
0.8,61.0,0.0
9.6,54.0,1.0
1.6,57.0,0.0
5.0,63.0,1.0
9.5,51.0,1.0
4.2,93.0,1.0
9.3,80.0,1.0
4.2,97.0,1.0
0.2,62.0,0.0
0.2,64.0,0.0
6.4,76.0,1.0
3.4,91.0,1.0
4.9,92.0,1.0
8.4,78.0,1.0
3.0,58.0,0.0
1.7,66.0,0.0
4.8,68.0,0.0
1.5,68.0,0.0
9.6,89.0,1.0
7.1,68.0,1.0
9.7,95.0,1.0
1.6,57.0,0.0
9.9,86.0,1.0
4.4,73.0,0.0
2.1,95.0,0.0
6.7,72.0,1.0
3.7,84.0,0.0
5.3,57.0,0.0
4.0,81.0,0.0
9.5,70.0,1.0
0.0,97.0,0.0
9.8,71.0,1.0
7.1,80.0,1.0
9.7,98.0,1.0
6.7,86.0,1.0
3.4,57.0,0.0
9.0,58.0,1.0
1.2,51.0,0.0
6.2,64.0,1.0
3.6,70.0,0.0
6.1,62.0,1.0
5.3,100.0,1.0
2.0,55.0,0.0
8.5,93.0,1.0
9.8,75.0,1.0
4.9,88.0,1.0
5.1,53.0,0.0
4.0,95.0,1.0
3.7,73.0,0.0
2.8,72.0,0.0
9.8,85.0,1.0
2.2,78.0,0.0
8.0,68.0,1.0
8.1,77.0,1.0
1.4,87.0,1.0
0.9,63.0,0.0
4.7,83.0,1.0
0.7,87.0,0.0
0.9,76.0,0.0
9.1,76.0,1.0
5.6,95.0,1.0
7.6,58.0,1.0
1.9,74.0,0.0
5.5,52.0,0.0
8.3,69.0,1.0
5.6,79.0,1.0
0.3,50.0,0.0
2.6,90.0,1.0
4.7,91.0,1.0
4.2,81.0,1.0
2.4,57.0,0.0
4.9,54.0,1.0
7.5,87.0,1.0
5.7,66.0,1.0
6.9,94.0,1.0
3.7,96.0,1.0
0.2,66.0,0.0
5.8,59.0,1.0
4.6,94.0,1.0
3.6,53.0,0.0
3.6,90.0,1.0
0.5,68.0,0.0
6.4,54.0,1.0
1.9,90.0,0.0
7.6,88.0,1.0
5.4,70.0,1.0
2.7,94.0,1.0
1.0,87.0,0.0
8.2,50.0,1.0
5.2,73.0,1.0
4.1,60.0,0.0
2.2,82.0,0.0
8.3,100.0,1.0
6.1,83.0,1.0
7.1,94.0,1.0
4.2,54.0,0.0
8.2,51.0,1.0
3.5,94.0,1.0
1.4,78.0,0.0
5.2,71.0,1.0
7.1,51.0,1.0
2.2,94.0,0.0
6.9,69.0,1.0
2.1,55.0,0.0
6.9,100.0,1.0
0.8,99.0,0.0
7.6,52.0,1.0
1.1,100.0,1.0
5.9,80.0,1.0
9.1,52.0,1.0
3.0,50.0,0.0
7.8,88.0,1.0
5.9,62.0,1.0
6.7,51.0,0.0
1.5,97.0,0.0
9.5,72.0,1.0
1.6,82.0,0.0
2.4,86.0,0.0
1.0,87.0,0.0
5.3,95.0,1.0
9.6,60.0,1.0
0.0,96.0,0.0
9.2,82.0,1.0
3.7,87.0,1.0
4.4,56.0,0.0
8.3,74.0,1.0
2.1,64.0,0.0
1.1,70.0,0.0
4.7,83.0,1.0
5.0,73.0,1.0
5.6,52.0,0.0
3.3,57.0,0.0
2.8,88.0,0.0
6.9,78.0,1.0
5.5,68.0,1.0
1.9,54.0,0.0
9.4,73.0,1.0
0.1,93.0,0.0
6.7,75.0,1.0
5.2,93.0,1.0
1.2,75.0,0.0
7.0,56.0,1.0
0.6,62.0,0.0
2.0,75.0,0.0
2.3,77.0,0.0
2.8,95.0,1.0
5.9,98.0,1.0
9.4,72.0,1.0
6.7,75.0,1.0
5.1,59.0,1.0
1.1,66.0,0.0
5.0,90.0,1.0
0.3,97.0,0.0
8.3,81.0,1.0
9.7,74.0,1.0
6.8,59.0,1.0
6.2,56.0,0.0
6.6,83.0,1.0
7.9,62.0,1.0
6.6,81.0,1.0
2.6,71.0,0.0
5.5,98.0,1.0
9.9,57.0,1.0
4.5,74.0,1.0
4.6,52.0,0.0
5.6,99.0,1.0
8.8,60.0,1.0
4.3,69.0,1.0
4.9,57.0,1.0
6.8,92.0,1.0
6.9,86.0,1.0
4.8,60.0,1.0
0.6,66.0,0.0
5.9,74.0,1.0
6.8,99.0,1.0
3.2,51.0,0.0
0.5,73.0,0.0
8.1,87.0,1.0
7.7,90.0,1.0
3.8,77.0,1.0
9.9,76.0,1.0
0.6,65.0,0.0
2.3,69.0,0.0
0.8,94.0,0.0
8.7,57.0,1.0
1.7,84.0,0.0
0.4,92.0,0.0
5.7,76.0,1.0
0.2,80.0,0.0
0.2,70.0,0.0
5.7,70.0,1.0
1.0,81.0,0.0
6.9,63.0,1.0
5.0,98.0,1.0
1.7,69.0,0.0
9.7,62.0,1.0
6.4,100.0,1.0
8.4,84.0,1.0
2.9,53.0,0.0
10.0,75.0,1.0
6.2,55.0,1.0
0.9,71.0,0.0
0.7,83.0,0.0
4.3,72.0,0.0
6.5,69.0,1.0
8.0,77.0,1.0
3.1,76.0,0.0
2.5,82.0,1.0
6.7,85.0,1.0
8.8,90.0,1.0
8.6,86.0,1.0
2.1,97.0,1.0
2.7,90.0,1.0
8.1,99.0,1.0
9.3,96.0,1.0
0.6,62.0,0.0
4.6,65.0,0.0
7.5,98.0,1.0
8.4,76.0,1.0
8.6,54.0,1.0
2.0,76.0,0.0
8.2,91.0,1.0
2.6,88.0,0.0
4.1,57.0,0.0
1.9,65.0,0.0
4.6,85.0,1.0
4.2,52.0,0.0
1.6,58.0,0.0
2.6,67.0,0.0
1.8,52.0,0.0
7.8,53.0,1.0
3.1,69.0,0.0
9.0,76.0,1.0
6.7,55.0,1.0
9.4,96.0,1.0
2.4,86.0,1.0
9.3,83.0,1.0
9.5,83.0,1.0
5.0,55.0,0.0
6.0,99.0,1.0
3.3,87.0,1.0
8.1,97.0,1.0
9.4,63.0,1.0
1.1,63.0,0.0
4.4,66.0,1.0
0.6,84.0,0.0
7.0,57.0,1.0
5.5,80.0,1.0
9.6,100.0,1.0
3.6,95.0,1.0
8.2,51.0,1.0
9.7,88.0,1.0
8.4,92.0,1.0
6.9,100.0,1.0
2.5,74.0,0.0
6.4,94.0,1.0
9.0,93.0,1.0
5.3,65.0,1.0
3.9,75.0,0.0
3.0,98.0,1.0
3.0,60.0,0.0
6.3,99.0,1.0
4.1,52.0,0.0
8.7,99.0,1.0
4.7,76.0,1.0
7.2,56.0,1.0
7.0,82.0,1.0
3.5,88.0,1.0
7.4,79.0,1.0
7.6,91.0,1.0
1.8,78.0,0.0
1.4,75.0,0.0
6.3,70.0,1.0
0.8,60.0,0.0
5.2,99.0,1.0
7.6,88.0,1.0
7.9,70.0,1.0
4.8,97.0,1.0
2.6,93.0,1.0
8.3,68.0,1.0
0.8,73.0,0.0
3.9,74.0,1.0
2.2,51.0,0.0
6.5,90.0,1.0
9.1,79.0,1.0
2.6,60.0,0.0
4.0,77.0,1.0
2.6,55.0,0.0
1.7,86.0,0.0
0.1,83.0,0.0
7.7,79.0,1.0
1.2,95.0,0.0
1.9,100.0,0.0
2.9,81.0,0.0
1.3,63.0,0.0
2.2,68.0,0.0
4.2,76.0,0.0
0.3,66.0,0.0
6.2,65.0,1.0
5.8,91.0,1.0
0.9,80.0,0.0
8.7,94.0,1.0
6.9,95.0,1.0
7.1,97.0,1.0
2.6,56.0,0.0
0.6,71.0,0.0
4.7,72.0,1.0
9.4,88.0,1.0
0.1,82.0,0.0
3.8,75.0,1.0
1.3,85.0,0.0
5.8,66.0,1.0
5.0,71.0,1.0
1.3,70.0,0.0
4.3,66.0,0.0
3.1,58.0,0.0
8.7,67.0,1.0
9.3,68.0,1.0
6.1,98.0,1.0
5.2,77.0,1.0
3.2,81.0,0.0
5.6,92.0,1.0
8.0,53.0,1.0
1.5,64.0,0.0
0.4,66.0,0.0
7.1,77.0,1.0
10.0,81.0,1.0
4.4,95.0,1.0
4.9,81.0,1.0
8.5,59.0,1.0
3.5,63.0,0.0
1.8,60.0,0.0
8.2,86.0,1.0
2.1,50.0,0.0
7.7,61.0,1.0
9.2,65.0,1.0
6.8,71.0,1.0
2.8,93.0,0.0
3.9,87.0,0.0
8.4,59.0,1.0
0.8,95.0,0.0
4.5,67.0,1.0
6.6,71.0,1.0
6.6,78.0,1.0
9.5,96.0,1.0
1.3,53.0,0.0
2.8,53.0,0.0
5.5,88.0,1.0
0.9,66.0,0.0
2.4,99.0,1.0
0.9,63.0,0.0
3.9,75.0,0.0
6.5,91.0,1.0
1.2,81.0,0.0
7.4,69.0,1.0
1.3,92.0,0.0
8.3,82.0,1.0
4.9,74.0,1.0
2.7,88.0,1.0
0.9,77.0,0.0
6.1,77.0,1.0
4.3,52.0,0.0
3.4,79.0,0.0
6.5,95.0,1.0
9.3,83.0,1.0
6.5,55.0,1.0
4.7,55.0,1.0
3.0,58.0,0.0
8.4,83.0,1.0
3.0,53.0,0.0
0.8,52.0,0.0
1.1,77.0,0.0
0.9,92.0,0.0
8.1,72.0,1.0
5.9,99.0,1.0
0.2,97.0,0.0
1.8,61.0,0.0
0.5,76.0,0.0
3.1,96.0,1.0
7.6,78.0,1.0
8.1,71.0,1.0
2.1,55.0,0.0
2.6,93.0,0.0
4.3,51.0,0.0
3.9,50.0,0.0
6.6,79.0,1.0
8.7,97.0,1.0
7.3,69.0,1.0
8.1,89.0,1.0
6.9,94.0,1.0
8.0,55.0,1.0
1.4,62.0,0.0
8.2,94.0,1.0
8.6,63.0,1.0
6.5,91.0,1.0
4.4,90.0,1.0
1.9,69.0,0.0
1.5,77.0,0.0
1.2,59.0,0.0
9.6,80.0,1.0
8.6,87.0,1.0
2.0,86.0,0.0
0.5,50.0,0.0
6.3,95.0,1.0
9.8,81.0,1.0
6.0,85.0,1.0
0.4,75.0,0.0
5.1,96.0,1.0
9.4,81.0,1.0
7.1,83.0,1.0
4.2,70.0,1.0
0.6,91.0,0.0
8.9,57.0,1.0
6.2,91.0,1.0
4.5,77.0,0.0
1.6,96.0,0.0
4.7,78.0,1.0
5.1,87.0,1.0
9.2,95.0,1.0
1.3,68.0,0.0
9.6,93.0,1.0
7.3,100.0,1.0
8.0,60.0,1.0
2.1,94.0,0.0
6.7,58.0,1.0
2.0,88.0,1.0
1.0,76.0,0.0
3.0,63.0,0.0
0.5,51.0,0.0
8.8,72.0,1.0
1.7,82.0,0.0
8.1,71.0,1.0
1.1,64.0,0.0
5.6,81.0,1.0
9.9,100.0,1.0
7.7,99.0,1.0
2.7,59.0,0.0
6.0,56.0,0.0
9.3,78.0,1.0
9.6,98.0,1.0
9.7,100.0,1.0
6.1,56.0,1.0
0.4,56.0,0.0
6.3,63.0,1.0
1.6,68.0,0.0
7.6,81.0,1.0
1.5,73.0,0.0
8.2,57.0,1.0
4.4,76.0,0.0
2.5,80.0,0.0
2.9,60.0,0.0
2.7,95.0,1.0
3.6,92.0,1.0
1.5,98.0,1.0
4.2,64.0,0.0
8.0,76.0,1.0
9.0,83.0,1.0
9.4,78.0,1.0
7.7,95.0,1.0
9.4,55.0,1.0
3.1,99.0,1.0
4.3,75.0,0.0
6.6,91.0,1.0
9.0,53.0,1.0
9.8,92.0,1.0
9.7,76.0,1.0
8.9,94.0,1.0
8.7,96.0,1.0
9.1,50.0,1.0
9.0,89.0,1.0
7.0,78.0,1.0
2.1,84.0,1.0
7.9,91.0,1.0
7.0,100.0,1.0
4.0,62.0,0.0
0.8,84.0,0.0
3.9,96.0,1.0
5.2,84.0,1.0
2.1,82.0,1.0
3.1,71.0,1.0
1.6,51.0,0.0
5.9,65.0,1.0
7.3,82.0,1.0
7.3,73.0,1.0
6.3,72.0,1.0
0.5,91.0,0.0
4.5,86.0,1.0
4.5,65.0,1.0
5.7,90.0,1.0
8.4,64.0,1.0
3.0,92.0,1.0
6.7,95.0,1.0
5.2,65.0,0.0
3.3,87.0,0.0
8.2,73.0,1.0
1.0,95.0,0.0
8.3,55.0,1.0
0.6,58.0,0.0
2.1,54.0,0.0
6.8,75.0,1.0
5.6,99.0,1.0
8.7,87.0,1.0
6.4,78.0,1.0
7.3,76.0,1.0
1.4,58.0,0.0
7.1,58.0,1.0
8.6,57.0,1.0
4.6,52.0,0.0
9.4,73.0,1.0
6.0,76.0,1.0
1.2,86.0,0.0
0.4,59.0,0.0
3.7,73.0,0.0
2.9,51.0,0.0
1.4,87.0,0.0
0.5,69.0,0.0
2.2,97.0,1.0
0.0,85.0,0.0
0.7,52.0,0.0
4.8,69.0,1.0
4.5,71.0,1.0
4.8,96.0,1.0
1.3,58.0,0.0
6.4,98.0,1.0
6.7,59.0,1.0
0.9,89.0,0.0
4.1,64.0,0.0
3.4,52.0,0.0
7.4,91.0,1.0
8.7,95.0,1.0
5.7,100.0,1.0
5.6,57.0,1.0
5.6,62.0,1.0
5.4,98.0,1.0
9.6,83.0,1.0
7.5,82.0,1.0
1.2,84.0,0.0
9.6,67.0,1.0
2.5,95.0,1.0
4.4,84.0,1.0
3.2,87.0,0.0
4.9,51.0,0.0
4.4,76.0,0.0
8.6,70.0,1.0
2.6,57.0,0.0
5.4,68.0,1.0
1.8,99.0,0.0
1.5,76.0,0.0
0.6,70.0,0.0
0.3,53.0,0.0
3.9,70.0,0.0
4.1,70.0,0.0
3.8,57.0,0.0
2.0,98.0,1.0
5.9,81.0,1.0
7.5,74.0,1.0
2.7,70.0,0.0
5.5,54.0,1.0
0.3,90.0,0.0
9.1,51.0,1.0
5.5,87.0,1.0
2.5,85.0,1.0
7.9,69.0,1.0
4.1,55.0,1.0
5.0,100.0,1.0
3.7,60.0,0.0
5.4,77.0,1.0
4.5,50.0,0.0
9.6,89.0,1.0
6.5,60.0,0.0
0.6,80.0,0.0
6.0,93.0,1.0
10.0,90.0,1.0
5.9,82.0,1.0
0.5,97.0,0.0
5.6,69.0,1.0
4.0,57.0,0.0
7.3,67.0,1.0
2.1,82.0,0.0
8.8,71.0,1.0
2.6,98.0,1.0
2.7,92.0,1.0
3.4,79.0,1.0
3.3,94.0,1.0
6.5,50.0,1.0
4.8,50.0,0.0
4.1,94.0,1.0
7.6,84.0,1.0
7.9,91.0,1.0
0.8,51.0,0.0
6.7,72.0,1.0
8.3,72.0,1.0
1.8,99.0,0.0
1.2,73.0,0.0
4.4,64.0,0.0
7.6,93.0,1.0
1.9,89.0,1.0
3.0,95.0,1.0
2.3,81.0,0.0
0.4,81.0,0.0
2.1,62.0,0.0
4.0,67.0,1.0
5.0,60.0,1.0
1.9,97.0,1.0
6.7,88.0,1.0
1.8,87.0,0.0
7.5,58.0,1.0
9.3,64.0,1.0
7.3,67.0,1.0
8.5,51.0,1.0
6.1,93.0,1.0
8.8,50.0,1.0
6.4,91.0,1.0
8.5,70.0,1.0
8.4,76.0,1.0
1.2,83.0,0.0
5.0,83.0,1.0
8.8,64.0,1.0
2.8,76.0,1.0
4.5,50.0,0.0
1.9,55.0,0.0
8.1,97.0,1.0
9.8,77.0,1.0
9.2,62.0,1.0
3.3,54.0,0.0
6.3,51.0,1.0
4.3,51.0,0.0
8.0,71.0,1.0
2.5,80.0,0.0
9.6,53.0,1.0
5.2,65.0,0.0
7.8,89.0,1.0
7.6,90.0,1.0
5.8,55.0,0.0
9.2,74.0,1.0
8.9,94.0,1.0
7.8,53.0,1.0
0.5,89.0,0.0
4.3,56.0,0.0
5.6,68.0,1.0
4.0,89.0,1.0
2.3,88.0,1.0
0.1,74.0,0.0
8.0,89.0,1.0
1.0,91.0,0.0
4.5,71.0,1.0
1.9,56.0,0.0
6.0,54.0,1.0
7.9,62.0,1.0
1.3,82.0,0.0
3.6,80.0,1.0
4.4,65.0,0.0
8.0,53.0,1.0
3.1,77.0,1.0
9.6,98.0,1.0
3.1,84.0,0.0
1.5,69.0,0.0
3.4,73.0,0.0
5.2,92.0,1.0
0.6,82.0,0.0
8.6,77.0,1.0
2.0,62.0,0.0
9.1,100.0,1.0
3.4,92.0,1.0
6.9,79.0,1.0
6.9,87.0,1.0
9.6,89.0,1.0
4.2,60.0,0.0
4.5,100.0,1.0
5.0,50.0,1.0
2.2,64.0,0.0
6.2,65.0,1.0
7.3,71.0,1.0
2.1,61.0,0.0
3.6,54.0,0.0
0.3,57.0,0.0
2.9,62.0,0.0
5.9,98.0,1.0
0.4,51.0,0.0
2.0,61.0,0.0
8.9,96.0,1.0
3.4,85.0,0.0
1.8,51.0,0.0
8.4,56.0,1.0
8.3,58.0,1.0
6.5,57.0,1.0
9.4,69.0,1.0
2.4,73.0,0.0
9.4,89.0,1.0
8.8,54.0,1.0
1.4,58.0,0.0
1.9,74.0,0.0
3.2,77.0,1.0
2.4,52.0,0.0
5.9,84.0,1.0
7.9,70.0,1.0
0.5,100.0,0.0
8.7,82.0,1.0
8.9,63.0,1.0
7.8,100.0,1.0
0.6,82.0,0.0
7.5,91.0,1.0
3.7,83.0,1.0
1.8,95.0,0.0
5.3,80.0,1.0
4.7,87.0,1.0
6.4,100.0,1.0
6.5,63.0,1.0
8.9,78.0,1.0
4.0,69.0,1.0
8.9,86.0,1.0
9.4,73.0,1.0
5.5,58.0,0.0
3.0,83.0,1.0
2.3,52.0,0.0
5.1,71.0,1.0
4.5,77.0,1.0
3.7,81.0,1.0
2.7,51.0,0.0
4.4,66.0,1.0
0.8,55.0,0.0
8.4,82.0,1.0
6.4,100.0,1.0
9.3,56.0,1.0
0.7,52.0,0.0
2.0,62.0,0.0
2.5,97.0,1.0
1.9,88.0,0.0
10.0,98.0,1.0
9.1,50.0,1.0
2.8,72.0,0.0
9.5,87.0,1.0
0.1,91.0,0.0
9.9,59.0,1.0
2.3,96.0,0.0
4.7,83.0,1.0
7.9,98.0,1.0
7.2,79.0,1.0
7.9,70.0,1.0
4.3,94.0,1.0
2.1,78.0,0.0
0.3,58.0,0.0
8.7,69.0,1.0
5.0,92.0,1.0
3.4,76.0,1.0
6.9,75.0,1.0
3.0,87.0,0.0
5.7,52.0,0.0
1.5,71.0,0.0
6.3,88.0,1.0
5.7,75.0,1.0
2.0,75.0,0.0
5.3,62.0,1.0
1.1,86.0,0.0
6.4,69.0,1.0
1.7,93.0,1.0
1.8,94.0,1.0
4.9,61.0,0.0
0.7,74.0,0.0
2.1,68.0,0.0
0.7,53.0,0.0
5.2,60.0,1.0
8.6,76.0,1.0
1.6,57.0,0.0
5.4,80.0,1.0
3.9,63.0,0.0
8.7,69.0,1.0
8.2,92.0,1.0
1.6,86.0,0.0
5.9,82.0,1.0
2.8,50.0,0.0
4.5,75.0,1.0
8.1,83.0,1.0
9.1,81.0,1.0
4.6,52.0,0.0
2.9,79.0,0.0
7.0,95.0,1.0
3.9,61.0,0.0
2.5,89.0,1.0
4.6,92.0,1.0
7.0,56.0,1.0
7.0,52.0,1.0
8.9,60.0,1.0
8.8,84.0,1.0
6.7,54.0,1.0
9.1,76.0,1.0
1.2,73.0,0.0
7.6,82.0,1.0
4.1,60.0,0.0
2.1,52.0,0.0
0.3,90.0,0.0
3.8,97.0,1.0
8.6,75.0,1.0
0.1,57.0,0.0
3.3,97.0,1.0
4.8,54.0,0.0
5.5,65.0,1.0
1.4,67.0,0.0
1.7,51.0,0.0
1.0,68.0,0.0
5.3,75.0,1.0
0.8,98.0,0.0
6.8,59.0,1.0
3.6,63.0,0.0
8.9,84.0,1.0
4.4,53.0,1.0
8.1,91.0,1.0
3.9,69.0,1.0
0.5,50.0,0.0
7.7,99.0,1.0
9.3,73.0,1.0
2.0,51.0,0.0
0.3,50.0,0.0
8.2,93.0,1.0
2.2,56.0,0.0
7.2,52.0,1.0
5.1,70.0,1.0
5.6,62.0,1.0
2.1,84.0,0.0
9.4,57.0,1.0
2.1,72.0,0.0
1.7,75.0,0.0
3.2,74.0,0.0
4.6,54.0,0.0
6.5,73.0,1.0
0.7,63.0,0.0
3.0,88.0,1.0
9.8,56.0,1.0
7.9,86.0,1.0
2.5,56.0,0.0
3.2,90.0,1.0
6.8,99.0,1.0
3.3,90.0,1.0
9.8,92.0,1.0
0.7,51.0,0.0
9.1,78.0,1.0
5.1,97.0,1.0
5.0,95.0,1.0
2.3,89.0,0.0
3.1,97.0,1.0
7.6,89.0,1.0
0.6,73.0,0.0
3.0,59.0,0.0
2.0,52.0,0.0
9.2,88.0,1.0
7.4,71.0,1.0
2.8,91.0,0.0
5.2,76.0,1.0
8.1,98.0,1.0
2.3,96.0,1.0
3.4,63.0,0.0
0.5,92.0,0.0
8.0,94.0,1.0
6.1,74.0,1.0
3.2,78.0,1.0
0.1,81.0,0.0
9.5,53.0,1.0
9.9,63.0,1.0
0.9,87.0,0.0
8.3,63.0,1.0
5.1,77.0,1.0
3.1,96.0,1.0
2.4,61.0,0.0
2.5,68.0,0.0
4.5,90.0,1.0
2.7,100.0,1.0
0.8,73.0,0.0
3.8,80.0,1.0
4.2,89.0,1.0
7.6,100.0,1.0
0.2,74.0,0.0
8.5,98.0,1.0
6.0,59.0,1.0
7.3,66.0,1.0
4.6,79.0,1.0
3.8,88.0,1.0
0.7,58.0,0.0
2.0,62.0,0.0
0.1,82.0,0.0
4.9,76.0,1.0
9.7,73.0,1.0
4.9,91.0,1.0
0.7,52.0,0.0
3.8,86.0,1.0
1.9,77.0,0.0
7.7,98.0,1.0
5.1,81.0,1.0
6.9,94.0,1.0
6.5,77.0,1.0
2.4,52.0,0.0
6.3,93.0,1.0
7.0,91.0,1.0
2.6,79.0,0.0
2.5,88.0,1.0
9.5,60.0,1.0
1.2,55.0,0.0
7.1,74.0,1.0
7.1,55.0,1.0
9.1,77.0,1.0
8.3,66.0,1.0
5.0,84.0,1.0
5.9,96.0,1.0
7.5,96.0,1.0
1.1,86.0,0.0
8.1,67.0,1.0
9.3,75.0,1.0
0.1,60.0,0.0
0.0,54.0,0.0
5.2,91.0,1.0
7.3,60.0,1.0
3.7,95.0,1.0
2.0,61.0,0.0
9.5,78.0,1.0
8.1,61.0,1.0
0.6,61.0,0.0
2.6,76.0,0.0
6.3,89.0,1.0
8.7,60.0,1.0
2.9,74.0,0.0
2.8,71.0,0.0
5.9,80.0,1.0
6.7,56.0,0.0
0.6,98.0,0.0
6.7,100.0,1.0
1.0,83.0,0.0
3.8,83.0,1.0
9.3,80.0,1.0
6.0,71.0,1.0
6.8,71.0,1.0
8.2,73.0,1.0
3.8,53.0,0.0
8.7,56.0,1.0
4.6,94.0,1.0
7.3,58.0,1.0
6.0,83.0,1.0
9.5,98.0,1.0
3.7,89.0,1.0
5.1,92.0,1.0
0.0,90.0,0.0
0.2,73.0,0.0
9.7,97.0,1.0
6.8,64.0,1.0
4.8,97.0,1.0
7.9,72.0,1.0
9.4,80.0,1.0
7.3,68.0,1.0
2.0,59.0,0.0
8.8,100.0,1.0
0.3,81.0,0.0
3.0,93.0,1.0
9.9,79.0,1.0
9.0,57.0,1.0
6.6,65.0,1.0
2.1,98.0,0.0
1.1,95.0,0.0
1.6,70.0,0.0
7.7,64.0,1.0
6.7,92.0,1.0
6.7,84.0,1.0
7.3,55.0,1.0
8.7,86.0,1.0
0.6,71.0,0.0
9.1,97.0,1.0
6.5,100.0,1.0
9.7,77.0,1.0
2.2,57.0,0.0
0.9,55.0,0.0
7.4,62.0,1.0
5.7,58.0,1.0
9.5,86.0,1.0
3.1,87.0,1.0
1.9,74.0,0.0
3.2,73.0,0.0
5.2,88.0,1.0
2.2,75.0,0.0
5.4,79.0,1.0
1.4,68.0,0.0
5.0,79.0,1.0
6.0,59.0,0.0
6.0,69.0,1.0
9.9,57.0,1.0
10.0,95.0,1.0
4.8,63.0,1.0
2.9,74.0,0.0
9.8,71.0,1.0
8.3,63.0,1.0
7.0,53.0,1.0
8.6,96.0,1.0
3.0,92.0,0.0
9.9,85.0,1.0
3.4,93.0,1.0
9.9,98.0,1.0
3.9,83.0,1.0
2.8,62.0,0.0
3.9,58.0,0.0
7.5,87.0,1.0
8.5,95.0,1.0
4.6,60.0,1.0
1.4,94.0,1.0
2.9,59.0,0.0
2.2,97.0,0.0
7.4,50.0,1.0
7.3,86.0,1.0
6.8,59.0,1.0
9.5,77.0,1.0
9.3,56.0,1.0
9.7,61.0,1.0
1.2,82.0,0.0
3.4,77.0,0.0
6.3,75.0,1.0
0.3,65.0,0.0
4.9,94.0,1.0
9.5,91.0,1.0
7.8,100.0,1.0
7.8,91.0,1.0
2.8,91.0,1.0
3.7,57.0,0.0
0.8,81.0,0.0
6.7,82.0,1.0
0.2,86.0,0.0
4.8,94.0,1.0
7.9,61.0,1.0
4.8,91.0,1.0
3.0,58.0,0.0
3.3,95.0,1.0
1.8,94.0,0.0
3.9,84.0,1.0
4.9,83.0,1.0
5.4,100.0,1.0
1.2,98.0,0.0
9.7,57.0,1.0
8.6,94.0,1.0
0.1,78.0,0.0
1.2,58.0,0.0
2.1,60.0,0.0
5.6,98.0,1.0
0.8,57.0,0.0
